R.Time (min),Intensity,MW_PEG,normalized RI
11.23333,2,208011.11483116818,0.00291601866251944
11.24167,1,202779.74991958763,0.0027216174183514776
11.25,2,197723.1232354756,0.00291601866251944
11.25833,1,192828.443120007,0.0027216174183514776
11.26667,0,188083.97345895553,0.002527216174183515
11.275,0,183495.2113599279,0.002527216174183515
11.28333,1,179050.75231313583,0.0027216174183514776
11.29167,1,174740.12483391073,0.0027216174183514776
11.3,2,170568.50491346666,0.00291601866251944
11.30833,2,166525.70289046163,0.00291601866251944
11.31667,3,162602.35553541116,0.003110419906687403
11.325,3,158803.3327735406,0.003110419906687403
11.33333,3,155119.51118246344,0.003110419906687403
11.34167,3,151542.50083055062,0.003110419906687403
11.35,3,148076.88119397798,0.003110419906687403
11.35833,3,144714.46662811833,0.003110419906687403
11.36667,3,141447.72377606557,0.003110419906687403
11.375,3,138280.95744727715,0.003110419906687403
11.38333,2,135206.80849739414,0.00291601866251944
11.39167,2,132218.49897555163,0.00291601866251944
11.4,1,129320.0746840052,0.0027216174183514776
11.40833,1,126504.90637957632,0.0027216174183514776
11.41667,2,123766.88364825145,0.00291601866251944
11.425,2,121109.80860560108,0.00291601866251944
11.43333,2,118527.69788610289,0.00291601866251944
11.44167,2,116015.03213436122,0.00291601866251944
11.45,3,113575.38461756296,0.003110419906687403
11.45833,2,111203.34460983299,0.00291601866251944
11.46667,3,108893.91711797436,0.003110419906687403
11.475,3,106650.4608120618,0.003110419906687403
11.48333,3,104468.07364201658,0.003110419906687403
11.49167,3,102342.22669885088,0.003110419906687403
11.5,2,100276.07765244851,0.00291601866251944
11.50833,2,98265.17715963784,0.00291601866251944
11.51667,3,96305.41136919135,0.003110419906687403
11.525,2,94399.74985959129,0.00291601866251944
11.53333,3,92544.14692502738,0.003110419906687403
11.54167,3,90734.85901159975,0.003110419906687403
11.55,4,88974.6798108682,0.0033048211508553654
11.55833,4,87259.92415203749,0.0033048211508553654
11.56667,5,85587.17944126914,0.003499222395023328
11.575,4,83959.07498176511,0.0033048211508553654
11.58333,5,82372.24820790483,0.003499222395023328
11.59167,5,80823.58285228876,0.003499222395023328
11.6,6,79315.55462968211,0.0036936236391912907
11.60833,5,77845.09014414765,0.003499222395023328
11.61667,5,76409.33890320658,0.003499222395023328
11.625,5,75010.63316151625,0.003499222395023328
11.63333,5,73646.15916013374,0.003499222395023328
11.64167,4,72313.3051882782,0.0033048211508553654
11.65,4,71014.26951376184,0.0033048211508553654
11.65833,3,69746.47189097288,0.003110419906687403
11.66667,4,68507.51549512717,0.0033048211508553654
11.675,4,67299.47345966764,0.0033048211508553654
11.68333,5,66119.9758987238,0.003499222395023328
11.69167,4,64966.819687735006,0.0033048211508553654
11.7,5,63841.96108440052,0.003499222395023328
11.70833,5,62743.22001124835,0.003499222395023328
11.71667,4,61668.56822624586,0.0033048211508553654
11.725,5,60619.85281040467,0.003499222395023328
11.73333,5,59595.065220431716,0.003499222395023328
11.74167,5,58592.335356082105,0.003499222395023328
11.75,6,57613.408294356785,0.0036936236391912907
11.75833,5,56656.430749712315,0.003499222395023328
11.76667,5,55719.67584830143,0.003499222395023328
11.775,6,54804.793337027695,0.0036936236391912907
11.78333,7,53910.070672082904,0.0038880248833592537
11.79167,7,53033.910892345215,0.0038880248833592537
11.8,8,52177.87462617056,0.004082426127527216
11.80833,8,51340.37710130681,0.004082426127527216
11.81667,8,50519.939369752465,0.004082426127527216
11.825,9,49718.0387184173,0.0042768273716951785
11.83333,9,48933.2065406989,0.0042768273716951785
11.84167,10,48164.07124972789,0.004471228615863142
11.85,11,47412.03216159493,0.004665629860031105
